$\delta_L$,$\gamma_L$,$n_y$,$\theta_L$,$\eta_x$,$\omega_x$,$m_x$,$\delta_x$,$\gamma_x$,$\theta_x$,$\rho_x$
0.2582020066822683,0.5263293496407391,1.8323017432627804,0.05792092579977855,0.0931352741347231,427.3688593332041,2.4886391403501307,0.016672231820003817,0.11054367432971435,0.4272660658022054,4.946221668272601
0.20417942675988301,0.723691052477493,1.870881529558722,0.34881244411013407,0.2778803004239486,995.2465091693452,1.822493360262727,0.033117257082794296,0.5457692155008341,0.30757952035488917,9.526236594257087
0.14510838655629138,1.4787972189712029,1.6868893876012159,0.3389089829055304,0.22437127235770105,326.8015589176207,1.5725594056960441,0.017337042043873548,1.0909034643438198,0.07942214800103116,5.777273215350427
0.23376804748076915,0.8514149460942209,1.7647641697345087,0.4593637971445778,0.22653288115498546,1.263065777768361,2.822729943015303,0.011479735343118476,0.10325305202223783,0.2429050570702697,3.6886175935833583
0.2532649401420114,0.5183271008326134,1.8507110203411141,0.10217485395906928,0.2868025994352519,348.867794056324,2.6072716788089854,0.031082400355394495,0.6776372183744022,0.2819249671159488,6.855570372899352
0.3748149913126153,0.7073374711944731,1.3291603088161013,0.1546745048137868,0.20032059324765647,782.1531077590761,1.696800598621264,0.03387479650165939,0.41472228467209726,0.18760424952012894,7.994405821908172
0.2016450725081925,0.767470937974881,1.0732440349294898,0.2705885036492425,0.4114943521649692,390.7824003793927,1.2926940299904615,0.021929361041103382,0.865083339126669,0.42454542954076885,5.375599335256078
0.3501085711639028,0.08088482921665113,2.4400068917403566,0.18509468963719164,0.19586021905840528,676.3309803090558,1.1237207459372291,0.014263235288613032,0.3444625265723875,0.2634316106183235,6.695427273358494
0.08202345700279011,0.9834062492407905,3.8645692715799775,0.2675533024575146,0.1354870445300125,217.48372215392408,1.31268980281903,0.01894982182698819,0.18106604686628414,0.02686704221415029,9.391232652073318
0.07289031542769021,0.30077536390062176,2.5060063568067736,0.3922634857945473,0.3929197835586604,19.289754342367587,2.3267125247761324,0.0255069499469917,0.5672024299285997,0.0259040406192394,1.32867141828019
0.2095433011874156,0.8868858077851787,1.3137259171507032,0.15736011714375336,0.41051507654706876,962.5781216532754,1.1830273578861492,0.03813543541186828,0.6958545682534689,0.11871310407687233,7.3770745995438345
0.29462109064323944,0.1778014024443509,1.0310067099230096,0.017957606304523865,0.17709486072704306,455.17014487221445,1.4297010389049243,0.023439684316671407,1.2840210695321161,0.2397852061026807,1.047406368877196
0.1363079337626663,0.18080225808956757,1.9014817776191397,0.05681322470239457,0.23148264993047246,404.40578047491033,1.1454204331444164,0.02685513653591843,0.6536717264950453,0.36574256528544374,4.848470314306696
0.2860534230651397,0.16554088763706637,2.358618274997062,0.10686474450094889,0.3091563643126886,719.7076405311175,2.173667173242244,0.028369114444164456,0.1149768840453072,0.23917643678243097,5.935469740962975
0.15533301978745534,0.12144560010691635,2.2979637912695257,0.3413733187435084,0.2713090368123975,457.0652371973757,2.1432732756030286,0.0164563564578414,0.6526003998639149,0.1987949390802774,9.366689314183386
0.3819467945052375,0.35745267234160666,1.011807880453805,0.22241930999294582,0.2008747682151613,988.9395763299777,2.4136934124918787,0.02846891650189555,0.014555555753450022,0.21747514647257826,9.422393319274999
0.271764858547003,1.0228951779649458,1.4526639759967708,0.32109441666392946,0.2709161906325612,960.9457720538693,2.2920089095853493,0.011957301271823744,0.947536205667528,0.061656578531139136,6.5107477927361455
0.5204177292560401,0.22298740426723096,1.0543666267943574,0.3554822365878748,0.45514220462615884,584.9687902799416,2.0020542606057345,0.040324362410712876,0.7110089011497527,0.07685445367982664,6.089927609263479
0.15693956670656378,0.30989466879045435,1.7117088792739492,0.02493778192716245,0.24764415369404688,651.5090870059212,1.6140411335249873,0.02350187726231578,0.8537895827144817,0.06029624018623754,3.8277383573495722
0.2563537392091491,0.458081139146634,1.3841670512708022,0.2761663592332435,0.46968677930285563,684.0689218100085,2.1748912095285937,0.04209068931796784,0.7965288990663912,0.10250041086618165,9.653732042321522
0.19206065975991948,0.5818326872633396,3.5213023625008164,0.20216522227974545,0.23641243825032304,971.4609806413611,3.0536882342983036,0.03529849084083909,0.6807833790978344,0.16996374994881294,3.67991246417299
0.07444578174499844,1.0675895351146067,1.7172495112492256,0.08259823175458869,0.1000168109316358,783.110190987931,2.6044254802531897,0.011416123922781941,0.06310140616296872,0.18241456168565498,6.841501894121619
0.4209514086860757,1.2447773048240758,2.2755573785650336,0.4672533062394772,0.17307277321257433,515.0496563805415,2.0056989509112153,0.015429988417697016,0.3016618839437798,0.12694730853273295,5.0714632723299475
0.463703064315451,1.470929902351808,1.2362035649612728,0.3693360602043987,0.3539171149940145,841.7587852240761,1.451499963403508,0.03277275612680915,1.2292331992236174,0.3409367998458207,4.0249828996375765
0.08482903898013128,0.16375025124197523,1.2538278650044326,0.07176427770158739,0.16538844370755598,330.3545894191318,1.7278683141993845,0.020323467221285238,0.24837744092009634,0.5356755935815377,3.2686143383241206
0.20423628342076414,1.2047884994742721,2.057569395300702,0.14562303238464033,0.19063885751589926,924.7273926200498,1.7250883508600143,0.019034018839854578,0.48907934855789154,0.3642132559160761,1.6389471862617393
0.3596705383524984,1.2543695042132779,2.3298198841924833,0.26797488774205375,0.40012423205224185,455.7622201645179,1.552184252665806,0.02509326867803,0.4038023914022263,0.07610709631846563,6.243345285862711
0.3198471133862733,0.42863031219120334,3.2624470758949093,0.16025098426473394,0.1681446986054598,899.9149086415512,2.21510364499277,0.028476598808127546,0.8064904620157951,0.2697952404744691,9.367783230862452
0.14355815975310982,0.5291362796781568,1.0889854754837835,0.33027958738792174,0.3176273122887949,182.94740029182424,2.1332530478329574,0.01452143654761124,0.08878129922077543,0.40016803447988913,8.675513003135706
0.3925978660739796,0.24885904963755667,1.7495798725119225,0.019621442683688983,0.45811169049569367,356.07480907602474,3.109294183970497,0.04002991272727686,1.476289443578933,0.03936269181954437,3.881772142143829
0.28244804831002446,0.2905906006870645,1.7487513174250062,0.06269168789329461,0.2268738043234331,161.4505045857087,1.8750572986010763,0.044242474832008646,0.5930861428560498,0.516252902439452,1.6259803173263094
0.3034394897018348,0.9827503239431348,2.7546972115553268,0.40584897126891945,0.5291912034616334,950.6182302877997,1.8867450770050167,0.015891750963279293,0.1682707852677784,0.11119106557867425,7.210718576018765
0.21223549894140592,0.013868738248118129,3.111555086736975,0.20704588052626935,0.2553026166986555,782.563985553787,2.102278856005742,0.011104692225019249,0.4122480513558675,0.23347013230362892,7.038377657602773
0.24977625189957514,0.1562474079003951,2.2526339521119314,0.20728250355674016,0.42910720134115143,737.6879558361629,2.3304892490239304,0.03484095450950475,1.084331440730085,0.09325847910537244,3.9159798474715712
0.21909725744662645,1.1821657503705474,2.750434385441717,0.27752405021573384,0.3667180445348358,970.809375393139,1.0545640676579007,0.017139529351709475,0.3480671770679232,0.18820704649137968,9.75811076390244
0.26226033372648216,0.18049433476380772,1.157257218062787,0.10853691982536867,0.11533849178004582,265.99633745674555,2.108583316725485,0.0117695878592466,0.4115813357455569,0.15747060306992589,0.7480461813867398
0.0732544320884702,0.7258848391218494,3.1042629893581695,0.33913539497769063,0.488736881243902,275.1511094951675,1.8935361926330603,0.041289144571006894,0.32948926552886326,0.323847759155954,2.600379632158491
0.34826872360082073,1.014470007149501,1.3991351118178486,0.16685512138665595,0.33393412565387004,669.7130972687169,1.9957084696372325,0.022253840818779506,1.0673658347146855,0.18401335056763224,9.310610707843196
0.3488920190557481,0.3569745366551975,1.1623869854258086,0.21504405323246678,0.30286678707687265,50.976937993774754,1.5748327561148736,0.018300602630117336,1.2145216635029443,0.43140910309164004,6.280329626662654
0.25063775848048153,0.388860656476819,1.2854381069928555,0.26822334945282533,0.2726999892094602,779.2372135561614,1.1747618476710213,0.027466766960535186,1.1145890552236573,0.2737701499629367,4.846446339170021
0.3767323883053559,0.29090163970455757,1.4302783699218522,0.3263177574280032,0.25724272033086726,139.06251280570382,1.2904824223145122,0.025347666030991825,0.08516089027155238,0.48569842372583727,0.8260555463915535
0.5634712265436896,0.5443748340620309,2.0399884140941076,0.14385072563202972,0.28514421599799844,133.27862603303765,2.8591051291101817,0.027255280446682403,1.3775218217214333,0.09334671276761886,9.296597195407065
0.3072002699870933,1.1404251339972524,2.753340256973849,0.2507969085183142,0.3771123434151887,850.5121184792821,1.509424259617673,0.04049261462245489,1.3683733524332813,0.037199180819108696,4.523140576792118
0.41278057380236544,0.059272351165571,1.4710378558121122,0.2346798814878604,0.30899033184479957,874.0638658052977,1.239969741132829,0.012911105564378609,0.3590108667789542,0.3575635043066304,5.964875544780282
0.3672172073645896,1.2781147140186306,3.239480950357907,0.3755850886601924,0.4142057671111448,913.5890678729651,1.122463884841338,0.037934695100751606,0.6973836948004337,0.1917421348444239,4.803495670739052
0.2765968706038862,1.3841731970266344,1.5262580053017598,0.24770735669587368,0.2422772480067253,835.1036947446219,1.8753013740021818,0.010274310861649453,0.035096773483575816,0.39499123921118817,9.312168609555101
0.17908355658435757,0.7023323376060198,3.5603551040673693,0.23968941446193093,0.3204312232383294,876.4177976299936,1.4889076639306862,0.06031960847548372,0.22625792207211015,0.38077538067050626,6.779141283919779
0.17096972421778903,0.5423005234095588,2.109239345385174,0.13086277634090493,0.34362216119381706,889.7773794932288,1.356161351412354,0.020862216273155997,0.24731776748590184,0.2862868524263567,2.497607539781887
0.24961797549751588,0.058071629217004095,1.5085989895349863,0.019824033274725705,0.13295090902308404,983.599874489657,1.929375385193885,0.021741195896600472,0.5757132793665416,0.26870338554952244,3.9548924687076648
0.21060701182733993,0.2895977178435495,1.2179418529176376,0.10633058505436993,0.3460690248615651,470.062708488947,1.4230536712477075,0.03009596916862097,0.5283308379973766,0.34729281697738257,5.140287348638429
0.1286239482640667,0.02672887419876846,1.4281652169092447,0.24186051202782427,0.22849641460878387,440.5320567428448,3.01155210395714,0.04455281234284129,0.8385926226248764,0.27512516626133254,8.770779830325933
0.12564555710647352,0.2345816883515473,1.60429253323999,0.3369160699853334,0.4463532038672671,141.35579370780374,1.7669947247540854,0.036169366430874185,0.13159692308267928,0.020031297360411315,9.347296794996828
0.2603203497389567,0.8930843448560106,1.474551154450202,0.24161648145792172,0.22351952412477002,294.6093311112718,2.843253242531011,0.023878249835681643,1.2067310999598173,0.1936474305027815,7.671650101958792
0.18937181763882086,0.2852953649624388,1.3945636211326218,0.1432136006444635,0.190135745590827,812.4246092609653,1.483055011705904,0.03782026165208875,0.9525507307795965,0.32909818898476234,7.210856777574397
0.3007028819476566,0.403051109000051,2.0167257918341273,0.08162738201097793,0.3236293661683962,880.3898264708472,1.6124903033518787,0.018455050974345074,0.7306575610973157,0.28633749333018244,1.7342109975736877
0.17875780763050106,0.8976802996617396,3.705756371781148,0.26028180387688415,0.34485721578657985,594.7573602157854,2.082489686043293,0.03328748014721931,0.16489937614109362,0.019344443995144484,8.192839494132452
0.1318925849138417,1.766509148021946,2.5830861008629715,0.15437237657712388,0.19584431018487736,515.5977280935678,3.034750575239199,0.023835217035709715,0.5304091499758465,0.1660895246078309,5.916206849709028
0.5876270285941383,0.5087881881100089,1.6669194322164342,0.23650491891726108,0.21710238164860873,299.9764650672206,1.6214420942040988,0.014643654429868959,0.9430084236198927,0.44446810332897463,9.861929294359546
0.20244631972685884,0.8012975761469541,2.6113292175104146,0.1815703136620249,0.4438013941500658,437.29818435675986,1.6121547055631391,0.016938262794779956,0.09988083184708973,0.1804196862111657,2.74565485670613
0.2484806926231785,0.5243469738385669,1.4364150530020379,0.11804426844237591,0.08326924172263604,508.7296711833974,2.2365485104586824,0.011507602726972465,0.7344407503265875,0.3006885362194279,6.28966589385551
0.6639020391437616,1.128791065782498,1.5982079823870943,0.304230698988708,0.15195841424532086,931.0996891829968,1.3357259504785952,0.022880958337329577,0.2870386566392214,0.3469003090893896,7.891333135289011
0.5113857465722762,0.3732258690212955,1.6364242671141733,0.06907652057571809,0.23592712291758933,572.2381188935443,2.812736565203905,0.01914996144429101,0.9294570449135512,0.20940081111550107,2.495677469882234
0.45651010087079924,1.3424849975172009,2.1843243602581963,0.12329146439348831,0.36232057312574656,683.5339440720836,2.5454042333210714,0.03584644645398255,0.596677886432152,0.14804557454820966,5.144780828918693
0.09532562072601396,1.6225434467179836,1.8954295247688937,0.09840829043123536,0.25171610535399797,260.6359965071738,1.0147091374220927,0.0367555896618806,1.1244557807325366,0.3108101842989126,3.5141445115950116
0.3602708249596046,1.4345763549613395,1.267448004502674,0.0922219959132541,0.3294268214893652,922.8565984263778,1.7235516063224605,0.020194357104855877,1.1774092131897556,0.37773647029436297,7.362070127324559
0.20994406099678958,0.8209552294754361,1.6610650959755164,0.10687344083031737,0.34673086029663036,848.0372655344567,2.0542285790587718,0.029357711331323647,0.5051959764714727,0.3466574620123797,4.67545114673575
0.3829435140770222,0.4121102665269495,1.8002860565053787,0.176570144056364,0.4648929063491195,658.5887013934966,1.3581650882244305,0.010355817734037065,0.7427987373802722,0.18495594450400496,0.6673911903899397
0.05654157027989469,0.564584195875545,1.8081974512749546,0.3160839960225408,0.20149218970073113,429.60803021938466,2.665035539907997,0.01927770169524727,0.5845182231367062,0.14605165436159578,6.618653318773524
0.34620195068130855,0.07256582523768634,1.1669530526458718,0.3017435971576573,0.23685475020736638,676.6601312344778,2.3738811352888836,0.01864415450395164,0.18868358211321878,0.04434062876874295,4.862716827947348
0.3120619542258535,0.7443005983043398,1.0796743232323984,0.2339627545515462,0.5834097746985795,927.9980608729608,1.708695107477092,0.02213365146446542,0.25662624740880186,0.09906141020492448,3.2197282743197366
0.5703879388510016,0.9149047805071945,1.5681149858943484,0.22003802360710875,0.4938422791408371,435.4579925739936,2.185117545573704,0.043298978348958475,0.8112218672954989,0.3839773291884217,4.448314066073589
0.19752900054161238,0.27793453466754225,1.1202670320075896,0.19110555588549968,0.268569401750847,529.2277306736123,1.5539408867465136,0.02502095207655136,1.2565060069765122,0.3527894014987852,8.19367669743942
0.37428369692469543,0.6234681373591887,1.7122646910101498,0.2041647988133749,0.433406259319687,56.65736187573407,2.2774812790880934,0.0196598152988148,0.6409199430860665,0.10238423475633193,5.755873084286415
0.12558011864416174,0.09138857160747865,1.3846125268678582,0.30989206412233117,0.19644431220402392,930.0351627307425,2.3954262071311763,0.015982776207478847,0.5238901916998266,0.39794602151642533,2.3158036440311953
0.23549310219765246,0.3320953673438209,1.2601220961082913,0.11633361230839234,0.500678882636906,58.009767967842436,2.3728546170028157,0.03955625709921904,0.720877920498082,0.04150132744501828,5.0143770565899395
0.3164820143616227,0.45996329415855114,2.656321299430282,0.2558689648834972,0.31417490273011683,437.1027791628119,2.274803412348751,0.02555866129543756,0.2316576307890006,0.27671540471437234,9.22583886316385
0.20300673645737713,0.5461336111042652,1.0706362951444484,0.39114958949317735,0.24939208669326968,820.7125380147409,2.2562940697919243,0.030993067662256856,0.6871928399688927,0.06143692161054705,6.614737575890291
0.21028235075042154,0.12568389968696292,1.6677965624865139,0.42346318471065875,0.33104682668723096,573.0169533432594,2.941051273931038,0.024232936165440932,0.6578335340224805,0.464481360198122,4.590847646716288
0.430593775941527,0.5633880548123646,1.4473415754890304,0.4283501346657004,0.4109973902453157,306.38370897143295,3.012488983437812,0.03854611447809362,0.8273582186598474,0.11765469303945428,5.3897839514930705
0.3116329069858229,0.3846404692427894,2.9069069345589833,0.37297701720106025,0.4201126317741427,660.8852319371775,2.802862251820714,0.04547817427401974,0.4371467758104041,0.18990808990589397,7.359912569675917
0.1954603687145342,0.45405296787949506,1.262284583977699,0.22866610144866048,0.23153485697678855,579.6234832089044,1.7981884065619267,0.021553091429842325,0.6768187191135441,0.22475372364372465,7.952334340910592
0.25796158761404436,0.3196289041863394,1.9942217312168227,0.1528361350395568,0.20594317298316747,88.14207850496598,4.373604905021288,0.019277677619248767,0.4842660325602501,0.29830247620316763,7.56142236589066
0.5756735823213349,0.21387277810726144,2.651516813281015,0.09477838562649508,0.14861784818876672,711.6413405960164,3.67123386860937,0.02794639695204794,1.3284704475077092,0.3172361524984013,4.624638936356679
0.3868924021529213,0.46821487463481526,1.6419916762774183,0.052919407830971835,0.5685783546452219,682.5682906058712,1.827983814868561,0.015583576773990034,0.7906558684584742,0.3886953509564275,5.69176935649597
0.0744298987519569,0.2942876177523731,2.0945657011951035,0.08164053671243947,0.2104936430287689,489.94920067501687,1.3146816481756425,0.03738052367450003,0.3122560841729828,0.5866887754660677,9.090346503165184
